excel_codigo,excel_nome,excel_endereco,excel_cidade,db,db_id,db_numero,db_nome,db_endereco,db_cidade,score,matched
10542,PEDRO BERGMANN & CIA LTDA,"RUA ROD PR 239, SN ",SENGES,WMS_BD\wms_database.mdb,1062,,PEDRO BERGMANN & CIA LTDA,"RUA ROD PR 239, SN",SENGES,1.0,True
10542,PEDRO BERGMANN & CIA LTDA,"RUA ROD PR 239, SN ",SENGES,WMS_Server\wms_database.mdb,909,,PEDRO BERGMANN & CIA LTDA,"RUA ROD PR 239, SN",SENGES,1.0,True
10543,CARINI RITTER RESTAURANTE E ,"AV  XV DE NOVEMBRO, 461 ",RIO BONITO DO ,WMS_BD\wms_database_test.mdb,1506,,CARINI RITTER RESTAURANTE E,"AV  XV DE NOVEMBRO, 461",RIO BONITO DO,1.0,True
10543,CARINI RITTER RESTAURANTE E ,"AV  XV DE NOVEMBRO, 461 ",RIO BONITO DO ,WMS_BD\wms_database.mdb,1063,,CARINI RITTER RESTAURANTE E,"AV  XV DE NOVEMBRO, 461",RIO BONITO DO,1.0,True
10543,CARINI RITTER RESTAURANTE E ,"AV  XV DE NOVEMBRO, 461 ",RIO BONITO DO ,WMS_Server\wms_database.mdb,910,,CARINI RITTER RESTAURANTE E,"AV  XV DE NOVEMBRO, 461",RIO BONITO DO,1.0,True
10544,VILLAGE HOTEL LTDA,"RUA RUA VISC DE NACAR, 615 ",PONTA GROSSA,WMS_BD\wms_database_test.mdb,1507,,VILLAGE HOTEL LTDA,"RUA RUA VISC DE NACAR, 615",PONTA GROSSA,1.0,True
10544,VILLAGE HOTEL LTDA,"RUA RUA VISC DE NACAR, 615 ",PONTA GROSSA,WMS_BD\wms_database.mdb,1064,,VILLAGE HOTEL LTDA,"RUA RUA VISC DE NACAR, 615",PONTA GROSSA,1.0,True
10544,VILLAGE HOTEL LTDA,"RUA RUA VISC DE NACAR, 615 ",PONTA GROSSA,WMS_Server\wms_database.mdb,911,,VILLAGE HOTEL LTDA,"RUA RUA VISC DE NACAR, 615",PONTA GROSSA,1.0,True
10545,SAFIRA SERVICOS DE HOTELARIA LTDA,"RUA 15 DE NOVEMBRO, 7380 ",GUARAPUAVA,WMS_BD\wms_database_test.mdb,1508,,SAFIRA SERVICOS DE HOTELARIA LTDA,"RUA 15 DE NOVEMBRO, 7380",GUARAPUAVA,1.0,True
10545,SAFIRA SERVICOS DE HOTELARIA LTDA,"RUA 15 DE NOVEMBRO, 7380 ",GUARAPUAVA,WMS_BD\wms_database.mdb,1065,,SAFIRA SERVICOS DE HOTELARIA LTDA,"RUA 15 DE NOVEMBRO, 7380",GUARAPUAVA,1.0,True
10545,SAFIRA SERVICOS DE HOTELARIA LTDA,"RUA 15 DE NOVEMBRO, 7380 ",GUARAPUAVA,WMS_Server\wms_database.mdb,912,,SAFIRA SERVICOS DE HOTELARIA LTDA,"RUA 15 DE NOVEMBRO, 7380",GUARAPUAVA,1.0,True
10546,1000 MARCAS SAFETY BRASIL LTDA,"RUA ESTRADA PREFEITO DOMINGOS MARU, 415 ",ARACARIGUAMA,WMS_BD\wms_database_test.mdb,1509,,1000 MARCAS SAFETY BRASIL LTDA,"RUA ESTRADA PREFEITO DOMINGOS MARU, 415",ARACARIGUAMA,1.0,True
10546,1000 MARCAS SAFETY BRASIL LTDA,"RUA ESTRADA PREFEITO DOMINGOS MARU, 415 ",ARACARIGUAMA,WMS_BD\wms_database.mdb,1066,,1000 MARCAS SAFETY BRASIL LTDA,"RUA ESTRADA PREFEITO DOMINGOS MARU, 415",ARACARIGUAMA,1.0,True
10546,1000 MARCAS SAFETY BRASIL LTDA,"RUA ESTRADA PREFEITO DOMINGOS MARU, 415 ",ARACARIGUAMA,WMS_Server\wms_database.mdb,913,,1000 MARCAS SAFETY BRASIL LTDA,"RUA ESTRADA PREFEITO DOMINGOS MARU, 415",ARACARIGUAMA,1.0,True
10547,LOLA PRESENTES,"RUA  DOM PEDRO II, 1381 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,1510,,LOLA PRESENTES,"RUA  DOM PEDRO II, 1381",SAO LOURENCO DO,1.0,True
10547,LOLA PRESENTES,"RUA  DOM PEDRO II, 1381 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,1067,,LOLA PRESENTES,"RUA  DOM PEDRO II, 1381",SAO LOURENCO DO,1.0,True
10547,LOLA PRESENTES,"RUA  DOM PEDRO II, 1381 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,914,,LOLA PRESENTES,"RUA  DOM PEDRO II, 1381",SAO LOURENCO DO,1.0,True
10548,APEX ZONE LTDA,"RUA 902 D, 625 ",ITAPEMA,WMS_BD\wms_database_test.mdb,1511,,APEX ZONE LTDA,"RUA 902 D, 625",ITAPEMA,1.0,True
10548,APEX ZONE LTDA,"RUA 902 D, 625 ",ITAPEMA,WMS_BD\wms_database.mdb,1068,,APEX ZONE LTDA,"RUA 902 D, 625",ITAPEMA,1.0,True
10548,APEX ZONE LTDA,"RUA 902 D, 625 ",ITAPEMA,WMS_Server\wms_database.mdb,915,,APEX ZONE LTDA,"RUA 902 D, 625",ITAPEMA,1.0,True
10550,DOSSA MANUTENCAO LTDA,"RUA  PEDRO ALVARES CABRAL, 1755 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,1512,,DOSSA MANUTENCAO LTDA,"RUA  PEDRO ALVARES CABRAL, 1755",SAO LOURENCO DO,1.0,True
10550,DOSSA MANUTENCAO LTDA,"RUA  PEDRO ALVARES CABRAL, 1755 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,1069,,DOSSA MANUTENCAO LTDA,"RUA  PEDRO ALVARES CABRAL, 1755",SAO LOURENCO DO,1.0,True
10550,DOSSA MANUTENCAO LTDA,"RUA  PEDRO ALVARES CABRAL, 1755 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,916,,DOSSA MANUTENCAO LTDA,"RUA  PEDRO ALVARES CABRAL, 1755",SAO LOURENCO DO,1.0,True
10553,FOKA ACESSORIOS E UTENSILIOS ,"RUA DOUTOR OSIRIS PITANGA, 052 GALPAO 2",NITEROI,WMS_BD\wms_database_test.mdb,1513,,FOKA ACESSORIOS E UTENSILIOS,"RUA DOUTOR OSIRIS PITANGA, 052 GALPAO 2",NITEROI,1.0,True
10553,FOKA ACESSORIOS E UTENSILIOS ,"RUA DOUTOR OSIRIS PITANGA, 052 GALPAO 2",NITEROI,WMS_BD\wms_database.mdb,1070,,FOKA ACESSORIOS E UTENSILIOS,"RUA DOUTOR OSIRIS PITANGA, 052 GALPAO 2",NITEROI,1.0,True
10553,FOKA ACESSORIOS E UTENSILIOS ,"RUA DOUTOR OSIRIS PITANGA, 052 GALPAO 2",NITEROI,WMS_Server\wms_database.mdb,917,,FOKA ACESSORIOS E UTENSILIOS,"RUA DOUTOR OSIRIS PITANGA, 052 GALPAO 2",NITEROI,1.0,True
10555,ZEN UNIFORMES LTDA,"RUA  HELIO DIRCEU WOITIKIW, 121 ",CURITIBA,WMS_BD\wms_database_test.mdb,1514,,ZEN UNIFORMES LTDA,"RUA  HELIO DIRCEU WOITIKIW, 121",CURITIBA,1.0,True
10555,ZEN UNIFORMES LTDA,"RUA  HELIO DIRCEU WOITIKIW, 121 ",CURITIBA,WMS_BD\wms_database.mdb,1071,,ZEN UNIFORMES LTDA,"RUA  HELIO DIRCEU WOITIKIW, 121",CURITIBA,1.0,True
10555,ZEN UNIFORMES LTDA,"RUA  HELIO DIRCEU WOITIKIW, 121 ",CURITIBA,WMS_Server\wms_database.mdb,918,,ZEN UNIFORMES LTDA,"RUA  HELIO DIRCEU WOITIKIW, 121",CURITIBA,1.0,True
10556,BIJU 10,"AV   ERNESTO BEUTER, 779 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,1515,,BIJU 10,"AV   ERNESTO BEUTER, 779",SAO LOURENCO DO,1.0,True
10556,BIJU 10,"AV   ERNESTO BEUTER, 779 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,1072,,BIJU 10,"AV   ERNESTO BEUTER, 779",SAO LOURENCO DO,1.0,True
10556,BIJU 10,"AV   ERNESTO BEUTER, 779 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,919,,BIJU 10,"AV   ERNESTO BEUTER, 779",SAO LOURENCO DO,1.0,True
10557,YOSNI YOSHIO IMURA,"RUA CORONEL ALBERT DE ROCHAS D'AIG, 41 ",SAO PAULO,WMS_BD\wms_database_test.mdb,1516,,YOSNI YOSHIO IMURA,"RUA CORONEL ALBERT DE ROCHAS D'AIG, 41",SAO PAULO,1.0,True
10557,YOSNI YOSHIO IMURA,"RUA CORONEL ALBERT DE ROCHAS D'AIG, 41 ",SAO PAULO,WMS_BD\wms_database.mdb,1073,,YOSNI YOSHIO IMURA,"RUA CORONEL ALBERT DE ROCHAS D'AIG, 41",SAO PAULO,1.0,True
10557,YOSNI YOSHIO IMURA,"RUA CORONEL ALBERT DE ROCHAS D'AIG, 41 ",SAO PAULO,WMS_Server\wms_database.mdb,920,,YOSNI YOSHIO IMURA,"RUA CORONEL ALBERT DE ROCHAS D'AIG, 41",SAO PAULO,1.0,True
10558,LORD GAMES E INFORMATICA LTDA,"RUA DOUTOR JúLIO DANTE RISSO, 577 APT 22",RIBEIRAO PRETO,WMS_BD\wms_database_test.mdb,1517,,LORD GAMES E INFORMATICA LTDA,"RUA DOUTOR JúLIO DANTE RISSO, 577 APT 22",RIBEIRAO PRETO,1.0,True
10558,LORD GAMES E INFORMATICA LTDA,"RUA DOUTOR JúLIO DANTE RISSO, 577 APT 22",RIBEIRAO PRETO,WMS_BD\wms_database.mdb,1074,,LORD GAMES E INFORMATICA LTDA,"RUA DOUTOR JúLIO DANTE RISSO, 577 APT 22",RIBEIRAO PRETO,1.0,True
10558,LORD GAMES E INFORMATICA LTDA,"RUA DOUTOR JúLIO DANTE RISSO, 577 APT 22",RIBEIRAO PRETO,WMS_Server\wms_database.mdb,921,,LORD GAMES E INFORMATICA LTDA,"RUA DOUTOR JúLIO DANTE RISSO, 577 APT 22",RIBEIRAO PRETO,1.0,True
10559,CICAMPO MAQUINAS E FERRAMENTAS ,"RUA NICARAGUA, 357 GALPAO 3",TIMBO,WMS_BD\wms_database_test.mdb,1518,,CICAMPO MAQUINAS E FERRAMENTAS,"RUA NICARAGUA, 357 GALPAO 3",TIMBO,1.0,True
10559,CICAMPO MAQUINAS E FERRAMENTAS ,"RUA NICARAGUA, 357 GALPAO 3",TIMBO,WMS_BD\wms_database.mdb,1075,,CICAMPO MAQUINAS E FERRAMENTAS,"RUA NICARAGUA, 357 GALPAO 3",TIMBO,1.0,True
10559,CICAMPO MAQUINAS E FERRAMENTAS ,"RUA NICARAGUA, 357 GALPAO 3",TIMBO,WMS_Server\wms_database.mdb,922,,CICAMPO MAQUINAS E FERRAMENTAS,"RUA NICARAGUA, 357 GALPAO 3",TIMBO,1.0,True
10560,FARMACIA PREÇO POPULAR,"RUA ERNESTO BEUTER, 745 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,1519,,FARMACIA PREÇO POPULAR,"RUA ERNESTO BEUTER, 745",SAO LOURENCO DO,1.0,True
10560,FARMACIA PREÇO POPULAR,"RUA ERNESTO BEUTER, 745 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,1076,,FARMACIA PREÇO POPULAR,"RUA ERNESTO BEUTER, 745",SAO LOURENCO DO,1.0,True
10560,FARMACIA PREÇO POPULAR,"RUA ERNESTO BEUTER, 745 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,923,,FARMACIA PREÇO POPULAR,"RUA ERNESTO BEUTER, 745",SAO LOURENCO DO,1.0,True
10561,ASOUZA METALURGICA E PORTAS DE ,"RUA JOSE PANDINI, 723 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,1520,,ASOUZA METALURGICA E PORTAS DE,"RUA JOSE PANDINI, 723",SAO LOURENCO DO,1.0,True
10561,ASOUZA METALURGICA E PORTAS DE ,"RUA JOSE PANDINI, 723 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,1077,,ASOUZA METALURGICA E PORTAS DE,"RUA JOSE PANDINI, 723",SAO LOURENCO DO,1.0,True
10561,ASOUZA METALURGICA E PORTAS DE ,"RUA JOSE PANDINI, 723 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,924,,ASOUZA METALURGICA E PORTAS DE,"RUA JOSE PANDINI, 723",SAO LOURENCO DO,1.0,True
10562,FERNANDO CESAR DA SILVA CORTEZ,"RUA JOSé POLIMENI, 220 ",VALPARAISO,WMS_BD\wms_database_test.mdb,1521,,FERNANDO CESAR DA SILVA CORTEZ,"RUA JOSé POLIMENI, 220",VALPARAISO,1.0,True
10562,FERNANDO CESAR DA SILVA CORTEZ,"RUA JOSé POLIMENI, 220 ",VALPARAISO,WMS_BD\wms_database.mdb,1078,,FERNANDO CESAR DA SILVA CORTEZ,"RUA JOSé POLIMENI, 220",VALPARAISO,1.0,True
10562,FERNANDO CESAR DA SILVA CORTEZ,"RUA JOSé POLIMENI, 220 ",VALPARAISO,WMS_Server\wms_database.mdb,925,,FERNANDO CESAR DA SILVA CORTEZ,"RUA JOSé POLIMENI, 220",VALPARAISO,1.0,True
10563,EDR COMERCIO E SERVICOS DIGITAIS ,"RUA ZELFIRA BIANCHI, 40 ANDAR 1",SAO JOSE DOS ,WMS_BD\wms_database_test.mdb,1522,,EDR COMERCIO E SERVICOS DIGITAIS,"RUA ZELFIRA BIANCHI, 40 ANDAR 1",SAO JOSE DOS,1.0,True
10563,EDR COMERCIO E SERVICOS DIGITAIS ,"RUA ZELFIRA BIANCHI, 40 ANDAR 1",SAO JOSE DOS ,WMS_BD\wms_database.mdb,1079,,EDR COMERCIO E SERVICOS DIGITAIS,"RUA ZELFIRA BIANCHI, 40 ANDAR 1",SAO JOSE DOS,1.0,True
10563,EDR COMERCIO E SERVICOS DIGITAIS ,"RUA ZELFIRA BIANCHI, 40 ANDAR 1",SAO JOSE DOS ,WMS_Server\wms_database.mdb,926,,EDR COMERCIO E SERVICOS DIGITAIS,"RUA ZELFIRA BIANCHI, 40 ANDAR 1",SAO JOSE DOS,1.0,True
10564,LUXOTTICA BRASIL PRODUTOS OTICOS E ,"AV  AMéRICO RIBEIRO DOS SANTOS, S/N ",SUMARE,WMS_BD\wms_database_test.mdb,1523,,LUXOTTICA BRASIL PRODUTOS OTICOS E,"AV  AMéRICO RIBEIRO DOS SANTOS, S/N",SUMARE,1.0,True
10564,LUXOTTICA BRASIL PRODUTOS OTICOS E ,"AV  AMéRICO RIBEIRO DOS SANTOS, S/N ",SUMARE,WMS_BD\wms_database.mdb,1080,,LUXOTTICA BRASIL PRODUTOS OTICOS E,"AV  AMéRICO RIBEIRO DOS SANTOS, S/N",SUMARE,1.0,True
10564,LUXOTTICA BRASIL PRODUTOS OTICOS E ,"AV  AMéRICO RIBEIRO DOS SANTOS, S/N ",SUMARE,WMS_Server\wms_database.mdb,927,,LUXOTTICA BRASIL PRODUTOS OTICOS E,"AV  AMéRICO RIBEIRO DOS SANTOS, S/N",SUMARE,1.0,True
10565,TREXCOL TRANSPORTE E LOGISTICA LTDA,"RUA GENERAL OSORIO, 245 ",XANXERE,WMS_BD\wms_database_test.mdb,1524,,TREXCOL TRANSPORTE E LOGISTICA LTDA,"RUA GENERAL OSORIO, 245",XANXERE,1.0,True
10565,TREXCOL TRANSPORTE E LOGISTICA LTDA,"RUA GENERAL OSORIO, 245 ",XANXERE,WMS_BD\wms_database.mdb,1081,,TREXCOL TRANSPORTE E LOGISTICA LTDA,"RUA GENERAL OSORIO, 245",XANXERE,1.0,True
10565,TREXCOL TRANSPORTE E LOGISTICA LTDA,"RUA GENERAL OSORIO, 245 ",XANXERE,WMS_Server\wms_database.mdb,928,,TREXCOL TRANSPORTE E LOGISTICA LTDA,"RUA GENERAL OSORIO, 245",XANXERE,1.0,True
10566,MOTOBOY IÇARA,"RUA RUA JUCELI RODRIGUES, 1055 ",CRICIUMA,WMS_BD\wms_database_test.mdb,1525,,MOTOBOY IÇARA,"RUA RUA JUCELI RODRIGUES, 1055",CRICIUMA,1.0,True
10566,MOTOBOY IÇARA,"RUA RUA JUCELI RODRIGUES, 1055 ",CRICIUMA,WMS_BD\wms_database.mdb,1082,,MOTOBOY IÇARA,"RUA RUA JUCELI RODRIGUES, 1055",CRICIUMA,1.0,True
10566,MOTOBOY IÇARA,"RUA RUA JUCELI RODRIGUES, 1055 ",CRICIUMA,WMS_Server\wms_database.mdb,929,,MOTOBOY IÇARA,"RUA RUA JUCELI RODRIGUES, 1055",CRICIUMA,1.0,True
10567,PAULO CEZAR GONCALVES,"RUA HERMES GABRIEL IORIS , 1518 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,1526,,PAULO CEZAR GONCALVES,"RUA HERMES GABRIEL IORIS , 1518",SAO LOURENCO DO,1.0,True
10567,PAULO CEZAR GONCALVES,"RUA HERMES GABRIEL IORIS , 1518 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,1083,,PAULO CEZAR GONCALVES,"RUA HERMES GABRIEL IORIS , 1518",SAO LOURENCO DO,1.0,True
10567,PAULO CEZAR GONCALVES,"RUA HERMES GABRIEL IORIS , 1518 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,930,,PAULO CEZAR GONCALVES,"RUA HERMES GABRIEL IORIS , 1518",SAO LOURENCO DO,1.0,True
10568,LINCOLN RAFAEL ANDRADE LTDA,"RUA PRESIDENTE COSTA E SILVA, 46 SALA 01",TERRA ROXA,WMS_BD\wms_database_test.mdb,1527,,LINCOLN RAFAEL ANDRADE LTDA,"RUA PRESIDENTE COSTA E SILVA, 46 SALA 01",TERRA ROXA,1.0,True
10568,LINCOLN RAFAEL ANDRADE LTDA,"RUA PRESIDENTE COSTA E SILVA, 46 SALA 01",TERRA ROXA,WMS_BD\wms_database.mdb,1084,,LINCOLN RAFAEL ANDRADE LTDA,"RUA PRESIDENTE COSTA E SILVA, 46 SALA 01",TERRA ROXA,1.0,True
10568,LINCOLN RAFAEL ANDRADE LTDA,"RUA PRESIDENTE COSTA E SILVA, 46 SALA 01",TERRA ROXA,WMS_Server\wms_database.mdb,931,,LINCOLN RAFAEL ANDRADE LTDA,"RUA PRESIDENTE COSTA E SILVA, 46 SALA 01",TERRA ROXA,1.0,True
10569,HOTEL RICARDI LTDA,"AV  BRASIL, 7927 ",CASCAVEL,WMS_BD\wms_database_test.mdb,1528,,HOTEL RICARDI LTDA,"AV  BRASIL, 7927",CASCAVEL,1.0,True
10569,HOTEL RICARDI LTDA,"AV  BRASIL, 7927 ",CASCAVEL,WMS_BD\wms_database.mdb,1085,,HOTEL RICARDI LTDA,"AV  BRASIL, 7927",CASCAVEL,1.0,True
10569,HOTEL RICARDI LTDA,"AV  BRASIL, 7927 ",CASCAVEL,WMS_Server\wms_database.mdb,932,,HOTEL RICARDI LTDA,"AV  BRASIL, 7927",CASCAVEL,1.0,True
10570,DEON & ANDREATTA LTDA,"RUA RIO DE JANEIRO, 1276 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,1376,,DEON & ANDREATTA LTDA,"RUA RIO DE JANEIRO, 1276",SAO LOURENCO DO,1.0,True
10570,DEON & ANDREATTA LTDA,"RUA RIO DE JANEIRO, 1276 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,933,,DEON & ANDREATTA LTDA,"RUA RIO DE JANEIRO, 1276",SAO LOURENCO DO,1.0,True
10570,DEON & ANDREATTA LTDA,"RUA RIO DE JANEIRO, 1276 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,780,,DEON & ANDREATTA LTDA,"RUA RIO DE JANEIRO, 1276",SAO LOURENCO DO,1.0,True
10571,CAPELEZZO & CAPELEZZO LTDA,"RUA TAMOIO, 765 ",PATO BRANCO,WMS_BD\wms_database_test.mdb,1529,,CAPELEZZO & CAPELEZZO LTDA,"RUA TAMOIO, 765",PATO BRANCO,1.0,True
10571,CAPELEZZO & CAPELEZZO LTDA,"RUA TAMOIO, 765 ",PATO BRANCO,WMS_BD\wms_database.mdb,1086,,CAPELEZZO & CAPELEZZO LTDA,"RUA TAMOIO, 765",PATO BRANCO,1.0,True
10571,CAPELEZZO & CAPELEZZO LTDA,"RUA TAMOIO, 765 ",PATO BRANCO,WMS_Server\wms_database.mdb,933,,CAPELEZZO & CAPELEZZO LTDA,"RUA TAMOIO, 765",PATO BRANCO,1.0,True
10572,TLD COMERCIO DE COMBUSTIVEIS LTDA,"AV  PARIGOT DE SOUZA, 183 ",TOLEDO,WMS_BD\wms_database_test.mdb,1530,,TLD COMERCIO DE COMBUSTIVEIS LTDA,"AV  PARIGOT DE SOUZA, 183",TOLEDO,1.0,True
10572,TLD COMERCIO DE COMBUSTIVEIS LTDA,"AV  PARIGOT DE SOUZA, 183 ",TOLEDO,WMS_BD\wms_database.mdb,1087,,TLD COMERCIO DE COMBUSTIVEIS LTDA,"AV  PARIGOT DE SOUZA, 183",TOLEDO,1.0,True
10572,TLD COMERCIO DE COMBUSTIVEIS LTDA,"AV  PARIGOT DE SOUZA, 183 ",TOLEDO,WMS_Server\wms_database.mdb,934,,TLD COMERCIO DE COMBUSTIVEIS LTDA,"AV  PARIGOT DE SOUZA, 183",TOLEDO,1.0,True
10573,ELIZABETE KLEIN DE CARLI & CIA LTDA,"ROD PRC 163, SN ",CAPITAO LEONIDAS ,WMS_BD\wms_database_test.mdb,1531,,ELIZABETE KLEIN DE CARLI & CIA LTDA,"ROD PRC 163, SN",CAPITAO LEONIDAS,1.0,True
10573,ELIZABETE KLEIN DE CARLI & CIA LTDA,"ROD PRC 163, SN ",CAPITAO LEONIDAS ,WMS_BD\wms_database.mdb,1088,,ELIZABETE KLEIN DE CARLI & CIA LTDA,"ROD PRC 163, SN",CAPITAO LEONIDAS,1.0,True
10573,ELIZABETE KLEIN DE CARLI & CIA LTDA,"ROD PRC 163, SN ",CAPITAO LEONIDAS ,WMS_Server\wms_database.mdb,935,,ELIZABETE KLEIN DE CARLI & CIA LTDA,"ROD PRC 163, SN",CAPITAO LEONIDAS,1.0,True
10574,POSTO MAROSO LTDA,"AV  INDEPENDENCIA, 165 ",PALOTINA,WMS_BD\wms_database_test.mdb,1532,,POSTO MAROSO LTDA,"AV  INDEPENDENCIA, 165",PALOTINA,1.0,True
10574,POSTO MAROSO LTDA,"AV  INDEPENDENCIA, 165 ",PALOTINA,WMS_BD\wms_database.mdb,1089,,POSTO MAROSO LTDA,"AV  INDEPENDENCIA, 165",PALOTINA,1.0,True
10574,POSTO MAROSO LTDA,"AV  INDEPENDENCIA, 165 ",PALOTINA,WMS_Server\wms_database.mdb,936,,POSTO MAROSO LTDA,"AV  INDEPENDENCIA, 165",PALOTINA,1.0,True
10575,AUTO POSTO JORGE LACERDA LTDA,"RUA JORGE LACERDA, 1221 ",CASCAVEL,WMS_BD\wms_database_test.mdb,1533,,AUTO POSTO JORGE LACERDA LTDA,"RUA JORGE LACERDA, 1221",CASCAVEL,1.0,True
10575,AUTO POSTO JORGE LACERDA LTDA,"RUA JORGE LACERDA, 1221 ",CASCAVEL,WMS_BD\wms_database.mdb,1090,,AUTO POSTO JORGE LACERDA LTDA,"RUA JORGE LACERDA, 1221",CASCAVEL,1.0,True
10575,AUTO POSTO JORGE LACERDA LTDA,"RUA JORGE LACERDA, 1221 ",CASCAVEL,WMS_Server\wms_database.mdb,937,,AUTO POSTO JORGE LACERDA LTDA,"RUA JORGE LACERDA, 1221",CASCAVEL,1.0,True
10576,PIZZARIA LOS NINJAS LTDA,"RUA  TIRADENTES, 492 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,1534,,PIZZARIA LOS NINJAS LTDA,"RUA  TIRADENTES, 492",SAO LOURENCO DO,1.0,True
10576,PIZZARIA LOS NINJAS LTDA,"RUA  TIRADENTES, 492 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,1091,,PIZZARIA LOS NINJAS LTDA,"RUA  TIRADENTES, 492",SAO LOURENCO DO,1.0,True
10576,PIZZARIA LOS NINJAS LTDA,"RUA  TIRADENTES, 492 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,938,,PIZZARIA LOS NINJAS LTDA,"RUA  TIRADENTES, 492",SAO LOURENCO DO,1.0,True
10577,LENTERNE INDUSTRIA E COMERCIO ,"RUA JOSé MARIA DE MELO, 133 SALA 02",TABOAO DA SERRA,WMS_BD\wms_database_test.mdb,1535,,LENTERNE INDUSTRIA E COMERCIO,"RUA JOSé MARIA DE MELO, 133 SALA 02",TABOAO DA SERRA,1.0,True
10577,LENTERNE INDUSTRIA E COMERCIO ,"RUA JOSé MARIA DE MELO, 133 SALA 02",TABOAO DA SERRA,WMS_BD\wms_database.mdb,1092,,LENTERNE INDUSTRIA E COMERCIO,"RUA JOSé MARIA DE MELO, 133 SALA 02",TABOAO DA SERRA,1.0,True
10577,LENTERNE INDUSTRIA E COMERCIO ,"RUA JOSé MARIA DE MELO, 133 SALA 02",TABOAO DA SERRA,WMS_Server\wms_database.mdb,939,,LENTERNE INDUSTRIA E COMERCIO,"RUA JOSé MARIA DE MELO, 133 SALA 02",TABOAO DA SERRA,1.0,True
10578,MAXIMUS ATACADO LTDA,"RUA GUIDO CARDIM, 1431 ",MATAO,WMS_BD\wms_database_test.mdb,1536,,MAXIMUS ATACADO LTDA,"RUA GUIDO CARDIM, 1431",MATAO,1.0,True
10578,MAXIMUS ATACADO LTDA,"RUA GUIDO CARDIM, 1431 ",MATAO,WMS_BD\wms_database.mdb,1093,,MAXIMUS ATACADO LTDA,"RUA GUIDO CARDIM, 1431",MATAO,1.0,True
10578,MAXIMUS ATACADO LTDA,"RUA GUIDO CARDIM, 1431 ",MATAO,WMS_Server\wms_database.mdb,940,,MAXIMUS ATACADO LTDA,"RUA GUIDO CARDIM, 1431",MATAO,1.0,True
10579,VIPBAND COMERCIO DE ARTIGOS PARA ,"AV  PADRE ARLINDO VIEIRA, 245 ",SAO PAULO,WMS_BD\wms_database_test.mdb,1537,,VIPBAND COMERCIO DE ARTIGOS PARA,"AV  PADRE ARLINDO VIEIRA, 245",SAO PAULO,1.0,True
10579,VIPBAND COMERCIO DE ARTIGOS PARA ,"AV  PADRE ARLINDO VIEIRA, 245 ",SAO PAULO,WMS_BD\wms_database.mdb,1094,,VIPBAND COMERCIO DE ARTIGOS PARA,"AV  PADRE ARLINDO VIEIRA, 245",SAO PAULO,1.0,True
10579,VIPBAND COMERCIO DE ARTIGOS PARA ,"AV  PADRE ARLINDO VIEIRA, 245 ",SAO PAULO,WMS_Server\wms_database.mdb,941,,VIPBAND COMERCIO DE ARTIGOS PARA,"AV  PADRE ARLINDO VIEIRA, 245",SAO PAULO,1.0,True
10580,BEST FAS COMERCIO ELETRONICO LTDA,"RUA ARTUR THIRé, 1169 ",SAO PAULO,WMS_BD\wms_database_test.mdb,1538,,BEST FAS COMERCIO ELETRONICO LTDA,"RUA ARTUR THIRé, 1169",SAO PAULO,1.0,True
10580,BEST FAS COMERCIO ELETRONICO LTDA,"RUA ARTUR THIRé, 1169 ",SAO PAULO,WMS_BD\wms_database.mdb,1095,,BEST FAS COMERCIO ELETRONICO LTDA,"RUA ARTUR THIRé, 1169",SAO PAULO,1.0,True
10580,BEST FAS COMERCIO ELETRONICO LTDA,"RUA ARTUR THIRé, 1169 ",SAO PAULO,WMS_Server\wms_database.mdb,942,,BEST FAS COMERCIO ELETRONICO LTDA,"RUA ARTUR THIRé, 1169",SAO PAULO,1.0,True
