excel_codigo,excel_nome,excel_endereco,excel_cidade,db,db_id,db_numero,db_nome,db_endereco,db_cidade,score,matched
233,RELOJOARIA E OTICA CHIOCA - DARCI ,"AV   XV DE NOVEMBRO, 4374 ",CHOPINZINHO,WMS_Server\wms_database.mdb,117,233,RELOJOARIA E OTICA CHIOCA - DARCI,"AV   XV DE NOVEMBRO, 4374",CHOPINZINHO,1.0,True
235,RELOJOARIA CONFIANCA - ITAPIRANGA,"RUA DO COMERCIO, 381 ",ITAPIRANGA,WMS_BD\wms_database_test.mdb,163,235,RELOJOARIA CONFIANCA - ITAPIRANGA,"RUA DO COMERCIO, 381",ITAPIRANGA,1.0,True
235,RELOJOARIA CONFIANCA - ITAPIRANGA,"RUA DO COMERCIO, 381 ",ITAPIRANGA,WMS_BD\wms_database.mdb,123,235,RELOJOARIA CONFIANCA - ITAPIRANGA,"RUA DO COMERCIO, 381",ITAPIRANGA,1.0,True
235,RELOJOARIA CONFIANCA - ITAPIRANGA,"RUA DO COMERCIO, 381 ",ITAPIRANGA,WMS_Server\wms_database.mdb,118,235,RELOJOARIA CONFIANCA - ITAPIRANGA,"RUA DO COMERCIO, 381",ITAPIRANGA,1.0,True
237,OTICAS DINIZ - MCO OTICA LTDA - ,"RUA PONTA GROSSA, 1782 ",FRANCISCO ,WMS_BD\wms_database_test.mdb,628,237,OTICAS DINIZ - MCO OTICA LTDA -,"RUA PONTA GROSSA, 1782",FRANCISCO,1.0,True
237,OTICAS DINIZ - MCO OTICA LTDA - ,"RUA PONTA GROSSA, 1782 ",FRANCISCO ,WMS_BD\wms_database.mdb,124,237,OTICAS DINIZ - MCO OTICA LTDA -,"RUA PONTA GROSSA, 1782",FRANCISCO,1.0,True
237,OTICAS DINIZ - MCO OTICA LTDA - ,"RUA PONTA GROSSA, 1782 ",FRANCISCO ,WMS_Server\wms_database.mdb,119,237,OTICAS DINIZ - MCO OTICA LTDA -,"RUA PONTA GROSSA, 1782",FRANCISCO,1.0,True
238,RELOJOARIA E OTICA PROVIN - ADELCIO ,"TRV  ARNALDO BUSATO, 102 ",DOIS VIZINHOS,WMS_BD\wms_database_test.mdb,629,238,RELOJOARIA E OTICA PROVIN - ADELCIO,"TRV  ARNALDO BUSATO, 102",DOIS VIZINHOS,1.0,True
238,RELOJOARIA E OTICA PROVIN - ADELCIO ,"TRV  ARNALDO BUSATO, 102 ",DOIS VIZINHOS,WMS_BD\wms_database.mdb,125,238,RELOJOARIA E OTICA PROVIN - ADELCIO,"TRV  ARNALDO BUSATO, 102",DOIS VIZINHOS,1.0,True
238,RELOJOARIA E OTICA PROVIN - ADELCIO ,"TRV  ARNALDO BUSATO, 102 ",DOIS VIZINHOS,WMS_Server\wms_database.mdb,120,238,RELOJOARIA E OTICA PROVIN - ADELCIO,"TRV  ARNALDO BUSATO, 102",DOIS VIZINHOS,1.0,True
239,ART JOIAS - SANDRA RIBEIRO MOHLER ,"AV  PRESIDENTE KENNEDY, 792 SALA COMERCIAL",DOIS VIZINHOS,WMS_BD\wms_database_test.mdb,630,239,ART JOIAS - SANDRA RIBEIRO MOHLER,"AV  PRESIDENTE KENNEDY, 792 SALA COMERCIAL",DOIS VIZINHOS,1.0,True
239,ART JOIAS - SANDRA RIBEIRO MOHLER ,"AV  PRESIDENTE KENNEDY, 792 SALA COMERCIAL",DOIS VIZINHOS,WMS_BD\wms_database.mdb,126,239,ART JOIAS - SANDRA RIBEIRO MOHLER,"AV  PRESIDENTE KENNEDY, 792 SALA COMERCIAL",DOIS VIZINHOS,1.0,True
239,ART JOIAS - SANDRA RIBEIRO MOHLER ,"AV  PRESIDENTE KENNEDY, 792 SALA COMERCIAL",DOIS VIZINHOS,WMS_Server\wms_database.mdb,121,239,ART JOIAS - SANDRA RIBEIRO MOHLER,"AV  PRESIDENTE KENNEDY, 792 SALA COMERCIAL",DOIS VIZINHOS,1.0,True
240,FABRICA DOS OCULOS - ORLANDO ,"RUA WEIMAR GONCALVES TORRES, 2295 ",DOURADOS,WMS_BD\wms_database_test.mdb,1003,,FABRICA DOS OCULOS - ORLANDO,"RUA WEIMAR GONCALVES TORRES, 2295",DOURADOS,1.0,True
240,FABRICA DOS OCULOS - ORLANDO ,"RUA WEIMAR GONCALVES TORRES, 2295 ",DOURADOS,WMS_BD\wms_database.mdb,480,,FABRICA DOS OCULOS - ORLANDO,"RUA WEIMAR GONCALVES TORRES, 2295",DOURADOS,1.0,True
240,FABRICA DOS OCULOS - ORLANDO ,"RUA WEIMAR GONCALVES TORRES, 2295 ",DOURADOS,WMS_Server\wms_database.mdb,471,,FABRICA DOS OCULOS - ORLANDO,"RUA WEIMAR GONCALVES TORRES, 2295",DOURADOS,1.0,True
241,CONCEITO OTICA E RELOJOARIA - ,"AV   JOAQUIM BONETTI, 656 ",ENEAS MARQUES,WMS_BD\wms_database_test.mdb,1004,,CONCEITO OTICA E RELOJOARIA -,"AV   JOAQUIM BONETTI, 656",ENEAS MARQUES,1.0,True
241,CONCEITO OTICA E RELOJOARIA - ,"AV   JOAQUIM BONETTI, 656 ",ENEAS MARQUES,WMS_BD\wms_database.mdb,127,241,CONCEITO OTICA E RELOJOARIA -,"AV   JOAQUIM BONETTI, 656",ENEAS MARQUES,1.0,True
241,CONCEITO OTICA E RELOJOARIA - ,"AV   JOAQUIM BONETTI, 656 ",ENEAS MARQUES,WMS_Server\wms_database.mdb,122,241,CONCEITO OTICA E RELOJOARIA -,"AV   JOAQUIM BONETTI, 656",ENEAS MARQUES,1.0,True
242,OTICAS PRECISAO - QUILOMBO,"AV  CORONEL ERNESTO FRANCISCO BERT, 546 ",QUILOMBO,WMS_BD\wms_database_test.mdb,172,242,OTICAS PRECISAO - QUILOMBO,"AV  CORONEL ERNESTO FRANCISCO BERT, 546",QUILOMBO,1.0,True
242,OTICAS PRECISAO - QUILOMBO,"AV  CORONEL ERNESTO FRANCISCO BERT, 546 ",QUILOMBO,WMS_BD\wms_database.mdb,128,242,OTICAS PRECISAO - QUILOMBO,"AV  CORONEL ERNESTO FRANCISCO BERT, 546",QUILOMBO,1.0,True
242,OTICAS PRECISAO - QUILOMBO,"AV  CORONEL ERNESTO FRANCISCO BERT, 546 ",QUILOMBO,WMS_Server\wms_database.mdb,123,242,OTICAS PRECISAO - QUILOMBO,"AV  CORONEL ERNESTO FRANCISCO BERT, 546",QUILOMBO,1.0,True
243,OTICA VISAO - L F BALBINOTTI RUFATO - ,"RUA SILVIO VIDAL, 175 LOJA 04",PATO BRANCO,WMS_BD\wms_database_test.mdb,633,243,OTICA VISAO - L F BALBINOTTI RUFATO -,"RUA SILVIO VIDAL, 175 LOJA 04",PATO BRANCO,1.0,True
243,OTICA VISAO - L F BALBINOTTI RUFATO - ,"RUA SILVIO VIDAL, 175 LOJA 04",PATO BRANCO,WMS_BD\wms_database.mdb,42,47,OTICA VISAO - L F BALBINOTTI RUFATO -,"AV  BRASIL, 581",PATO BRANCO,1.0,True
243,OTICA VISAO - L F BALBINOTTI RUFATO - ,"RUA SILVIO VIDAL, 175 LOJA 04",PATO BRANCO,WMS_Server\wms_database.mdb,37,47,OTICA VISAO - L F BALBINOTTI RUFATO -,"AV  BRASIL, 581",PATO BRANCO,1.0,True
245,OTICA VISAO DOS OLHOS - LAIND LAINE ,"RUA PADRE ANCHIETA, 1923 LOJA 07, ED ",CURITIBA,WMS_BD\wms_database_test.mdb,1005,,OTICA VISAO DOS OLHOS - LAIND LAINE,"RUA PADRE ANCHIETA, 1923 LOJA 07, ED",CURITIBA,1.0,True
245,OTICA VISAO DOS OLHOS - LAIND LAINE ,"RUA PADRE ANCHIETA, 1923 LOJA 07, ED ",CURITIBA,WMS_BD\wms_database.mdb,481,,OTICA VISAO DOS OLHOS - LAIND LAINE,"RUA PADRE ANCHIETA, 1923 LOJA 07, ED",CURITIBA,1.0,True
245,OTICA VISAO DOS OLHOS - LAIND LAINE ,"RUA PADRE ANCHIETA, 1923 LOJA 07, ED ",CURITIBA,WMS_Server\wms_database.mdb,472,,OTICA VISAO DOS OLHOS - LAIND LAINE,"RUA PADRE ANCHIETA, 1923 LOJA 07, ED",CURITIBA,1.0,True
246,OTICA VEJA - MARIO IATSKIV ÓTICA ,"RUA VICENTE MACHADO, 1474 ",GUARAPUAVA,WMS_BD\wms_database_test.mdb,1006,246,OTICA VEJA - MARIO IATSKIV ÓTICA,"RUA VICENTE MACHADO, 1474",GUARAPUAVA,1.0,True
246,OTICA VEJA - MARIO IATSKIV ÓTICA ,"RUA VICENTE MACHADO, 1474 ",GUARAPUAVA,WMS_BD\wms_database.mdb,130,246,OTICA VEJA - MARIO IATSKIV ÓTICA,"RUA VICENTE MACHADO, 1474",GUARAPUAVA,1.0,True
246,OTICA VEJA - MARIO IATSKIV ÓTICA ,"RUA VICENTE MACHADO, 1474 ",GUARAPUAVA,WMS_Server\wms_database.mdb,125,246,OTICA VEJA - MARIO IATSKIV ÓTICA,"RUA VICENTE MACHADO, 1474",GUARAPUAVA,1.0,True
247,OTICA VEJA - ZELIA APARECIDA ,"RUA QUINTINO BOCAIUVA, 2579 ",GUARAPUAVA,WMS_BD\wms_database_test.mdb,1007,,OTICA VEJA - ZELIA APARECIDA,"RUA QUINTINO BOCAIUVA, 2579",GUARAPUAVA,1.0,True
247,OTICA VEJA - ZELIA APARECIDA ,"RUA QUINTINO BOCAIUVA, 2579 ",GUARAPUAVA,WMS_BD\wms_database.mdb,131,247,OTICA VEJA - ZELIA APARECIDA,"RUA QUINTINO BOCAIUVA, 2579",GUARAPUAVA,1.0,True
247,OTICA VEJA - ZELIA APARECIDA ,"RUA QUINTINO BOCAIUVA, 2579 ",GUARAPUAVA,WMS_Server\wms_database.mdb,126,247,OTICA VEJA - ZELIA APARECIDA,"RUA QUINTINO BOCAIUVA, 2579",GUARAPUAVA,1.0,True
250,OTICA E RELOJOARIA PACAZZA - SAO ,"RUA BENJAMIN CONSTANT, 1188 SALA 01",SAO DOMINGOS,WMS_BD\wms_database_test.mdb,1008,131,OTICA E RELOJOARIA PACAZZA - SAO,"RUA BENJAMIN CONSTANT, 1188 SALA 01",SAO DOMINGOS,1.0,True
250,OTICA E RELOJOARIA PACAZZA - SAO ,"RUA BENJAMIN CONSTANT, 1188 SALA 01",SAO DOMINGOS,WMS_BD\wms_database.mdb,132,250,OTICA E RELOJOARIA PACAZZA - SAO,"RUA BENJAMIN CONSTANT, 1188 SALA 01",SAO DOMINGOS,1.0,True
250,OTICA E RELOJOARIA PACAZZA - SAO ,"RUA BENJAMIN CONSTANT, 1188 SALA 01",SAO DOMINGOS,WMS_Server\wms_database.mdb,127,250,OTICA E RELOJOARIA PACAZZA - SAO,"RUA BENJAMIN CONSTANT, 1188 SALA 01",SAO DOMINGOS,1.0,True
252,OTICA VISUAL - LUIZ CARLOS CANAN ME,"AV  MANOEL RIBAS, 537 ",ITAPEJARA D'OESTE,WMS_BD\wms_database_test.mdb,177,252,OTICA VISUAL - LUIZ CARLOS CANAN ME,"AV  MANOEL RIBAS, 537",ITAPEJARA D'OESTE,1.0,True
252,OTICA VISUAL - LUIZ CARLOS CANAN ME,"AV  MANOEL RIBAS, 537 ",ITAPEJARA D'OESTE,WMS_BD\wms_database.mdb,133,252,OTICA VISUAL - LUIZ CARLOS CANAN ME,"AV  MANOEL RIBAS, 537",ITAPEJARA D'OESTE,1.0,True
252,OTICA VISUAL - LUIZ CARLOS CANAN ME,"AV  MANOEL RIBAS, 537 ",ITAPEJARA D'OESTE,WMS_Server\wms_database.mdb,128,252,OTICA VISUAL - LUIZ CARLOS CANAN ME,"AV  MANOEL RIBAS, 537",ITAPEJARA D'OESTE,1.0,True
255,OTICA ESPECIALISTA - DARIO ESTEVO ,"AV  REPUBLICA ARGENTINA, 175 SALA 01",AMPERE,WMS_BD\wms_database_test.mdb,1009,255,OTICA ESPECIALISTA - DARIO ESTEVO,"AV  ESPIRITO SANTO, 1029",CAPANEMA,1.0,True
255,OTICA ESPECIALISTA - DARIO ESTEVO ,"AV  REPUBLICA ARGENTINA, 175 SALA 01",AMPERE,WMS_BD\wms_database.mdb,134,255,OTICA ESPECIALISTA - DARIO ESTEVO,"AV  REPUBLICA ARGENTINA, 175 SALA 01",AMPERE,1.0,True
255,OTICA ESPECIALISTA - DARIO ESTEVO ,"AV  REPUBLICA ARGENTINA, 175 SALA 01",AMPERE,WMS_Server\wms_database.mdb,129,255,OTICA ESPECIALISTA - DARIO ESTEVO,"AV  REPUBLICA ARGENTINA, 175 SALA 01",AMPERE,1.0,True
256,OTICA ESPECIALISTA - DARIO ESTEVO ,"AV  ESPIRITO SANTO, 1029 ",CAPANEMA,WMS_BD\wms_database_test.mdb,1009,255,OTICA ESPECIALISTA - DARIO ESTEVO,"AV  ESPIRITO SANTO, 1029",CAPANEMA,1.0,True
256,OTICA ESPECIALISTA - DARIO ESTEVO ,"AV  ESPIRITO SANTO, 1029 ",CAPANEMA,WMS_BD\wms_database.mdb,134,255,OTICA ESPECIALISTA - DARIO ESTEVO,"AV  REPUBLICA ARGENTINA, 175 SALA 01",AMPERE,1.0,True
256,OTICA ESPECIALISTA - DARIO ESTEVO ,"AV  ESPIRITO SANTO, 1029 ",CAPANEMA,WMS_Server\wms_database.mdb,129,255,OTICA ESPECIALISTA - DARIO ESTEVO,"AV  REPUBLICA ARGENTINA, 175 SALA 01",AMPERE,1.0,True
257,RELOJOARIA E OTICA KROETZ LTDA,"RUA RIO PARDO, 16 SALA 01",SAO JOAO DO OESTE,WMS_BD\wms_database_test.mdb,640,257,RELOJOARIA E OTICA KROETZ LTDA,"RUA RIO PARDO, 16 SALA 01",SAO JOAO DO OESTE,1.0,True
257,RELOJOARIA E OTICA KROETZ LTDA,"RUA RIO PARDO, 16 SALA 01",SAO JOAO DO OESTE,WMS_BD\wms_database.mdb,136,257,RELOJOARIA E OTICA KROETZ LTDA,"RUA RIO PARDO, 16 SALA 01",SAO JOAO DO OESTE,1.0,True
257,RELOJOARIA E OTICA KROETZ LTDA,"RUA RIO PARDO, 16 SALA 01",SAO JOAO DO OESTE,WMS_Server\wms_database.mdb,131,257,RELOJOARIA E OTICA KROETZ LTDA,"RUA RIO PARDO, 16 SALA 01",SAO JOAO DO OESTE,1.0,True
258,ROTARY CLUB DE SANTA IZABEL DO ,"RUA BUTIAZEIRO, S/N PROLONGAMENTO",SANTA IZABEL DO ,WMS_BD\wms_database_test.mdb,641,258,ROTARY CLUB DE SANTA IZABEL DO,"RUA BUTIAZEIRO, S/N PROLONGAMENTO",SANTA IZABEL DO,1.0,True
258,ROTARY CLUB DE SANTA IZABEL DO ,"RUA BUTIAZEIRO, S/N PROLONGAMENTO",SANTA IZABEL DO ,WMS_BD\wms_database.mdb,137,258,ROTARY CLUB DE SANTA IZABEL DO,"RUA BUTIAZEIRO, S/N PROLONGAMENTO",SANTA IZABEL DO,1.0,True
258,ROTARY CLUB DE SANTA IZABEL DO ,"RUA BUTIAZEIRO, S/N PROLONGAMENTO",SANTA IZABEL DO ,WMS_Server\wms_database.mdb,132,258,ROTARY CLUB DE SANTA IZABEL DO,"RUA BUTIAZEIRO, S/N PROLONGAMENTO",SANTA IZABEL DO,1.0,True
261,OTICA SCHNEIDER LTDA,"RUA PRIMEIRO DE MAIO, 150 SALA 02",SANTA TEREZINHA ,WMS_BD\wms_database_test.mdb,1010,,OTICA SCHNEIDER LTDA,"RUA PRIMEIRO DE MAIO, 150 SALA 02",SANTA TEREZINHA,1.0,True
261,OTICA SCHNEIDER LTDA,"RUA PRIMEIRO DE MAIO, 150 SALA 02",SANTA TEREZINHA ,WMS_BD\wms_database.mdb,482,,OTICA SCHNEIDER LTDA,"RUA PRIMEIRO DE MAIO, 150 SALA 02",SANTA TEREZINHA,1.0,True
261,OTICA SCHNEIDER LTDA,"RUA PRIMEIRO DE MAIO, 150 SALA 02",SANTA TEREZINHA ,WMS_Server\wms_database.mdb,473,,OTICA SCHNEIDER LTDA,"RUA PRIMEIRO DE MAIO, 150 SALA 02",SANTA TEREZINHA,1.0,True
264,RELOJOARIA E OTICA TECHNOS - ,"RUA TENENTE CAMARGO, 1950 SALA 01",FRANCISCO ,WMS_BD\wms_database_test.mdb,642,264,RELOJOARIA E OTICA TECHNOS -,"RUA TENENTE CAMARGO, 1950 SALA 01",FRANCISCO,1.0,True
264,RELOJOARIA E OTICA TECHNOS - ,"RUA TENENTE CAMARGO, 1950 SALA 01",FRANCISCO ,WMS_BD\wms_database.mdb,138,264,RELOJOARIA E OTICA TECHNOS -,"RUA TENENTE CAMARGO, 1950 SALA 01",FRANCISCO,1.0,True
264,RELOJOARIA E OTICA TECHNOS - ,"RUA TENENTE CAMARGO, 1950 SALA 01",FRANCISCO ,WMS_Server\wms_database.mdb,133,264,RELOJOARIA E OTICA TECHNOS -,"RUA TENENTE CAMARGO, 1950 SALA 01",FRANCISCO,1.0,True
266,OTICA VISUAL - W S COMERCIO OTICO ,"AV  BRASIL, 145 SALA 02",SAUDADES,WMS_BD\wms_database_test.mdb,1011,,OTICA VISUAL - W S COMERCIO OTICO,"AV  BRASIL, 145 SALA 02",SAUDADES,1.0,True
266,OTICA VISUAL - W S COMERCIO OTICO ,"AV  BRASIL, 145 SALA 02",SAUDADES,WMS_BD\wms_database.mdb,483,,OTICA VISUAL - W S COMERCIO OTICO,"AV  BRASIL, 145 SALA 02",SAUDADES,1.0,True
266,OTICA VISUAL - W S COMERCIO OTICO ,"AV  BRASIL, 145 SALA 02",SAUDADES,WMS_Server\wms_database.mdb,474,,OTICA VISUAL - W S COMERCIO OTICO,"AV  BRASIL, 145 SALA 02",SAUDADES,1.0,True
267,JOALHERIA E OTICA DALBOSCO,"AV   GUSTAVO FETTER, 778 SALA 02",IPORA DO OESTE,WMS_BD\wms_database_test.mdb,184,267,JOALHERIA E OTICA DALBOSCO,"AV   GUSTAVO FETTER, 778 SALA 02",IPORA DO OESTE,1.0,True
267,JOALHERIA E OTICA DALBOSCO,"AV   GUSTAVO FETTER, 778 SALA 02",IPORA DO OESTE,WMS_BD\wms_database.mdb,139,267,JOALHERIA E OTICA DALBOSCO,"AV   GUSTAVO FETTER, 778 SALA 02",IPORA DO OESTE,1.0,True
267,JOALHERIA E OTICA DALBOSCO,"AV   GUSTAVO FETTER, 778 SALA 02",IPORA DO OESTE,WMS_Server\wms_database.mdb,134,267,JOALHERIA E OTICA DALBOSCO,"AV   GUSTAVO FETTER, 778 SALA 02",IPORA DO OESTE,1.0,True
268,OTICA SCHUSTER LTDA,"RUA QUINZE DE NOVEMBRO, 2615 ",LARANJEIRAS DO ,WMS_BD\wms_database_test.mdb,1012,114,OTICA SCHUSTER LTDA,"RUA QUINZE DE NOVEMBRO, 2615",LARANJEIRAS DO,1.0,True
268,OTICA SCHUSTER LTDA,"RUA QUINZE DE NOVEMBRO, 2615 ",LARANJEIRAS DO ,WMS_BD\wms_database.mdb,484,114,OTICA SCHUSTER LTDA,"RUA QUINZE DE NOVEMBRO, 2615",LARANJEIRAS DO,1.0,True
268,OTICA SCHUSTER LTDA,"RUA QUINZE DE NOVEMBRO, 2615 ",LARANJEIRAS DO ,WMS_Server\wms_database.mdb,475,114,OTICA SCHUSTER LTDA,"RUA QUINZE DE NOVEMBRO, 2615",LARANJEIRAS DO,1.0,True
270,OTICA LINCE,"AV   RIO GRANDE DO SUL, 1147 ",PLANALTO,WMS_BD\wms_database_test.mdb,1013,,OTICA LINCE,"AV   RIO GRANDE DO SUL, 1147",PLANALTO,1.0,True
270,OTICA LINCE,"AV   RIO GRANDE DO SUL, 1147 ",PLANALTO,WMS_BD\wms_database.mdb,140,270,OTICA LINCE,"AV   RIO GRANDE DO SUL, 1147",PLANALTO,1.0,True
270,OTICA LINCE,"AV   RIO GRANDE DO SUL, 1147 ",PLANALTO,WMS_Server\wms_database.mdb,135,270,OTICA LINCE,"AV   RIO GRANDE DO SUL, 1147",PLANALTO,1.0,True
271,RELOJOARIA PASTRE - GILMAR A PASTRE,"AV  HERMINIO FELIPPI, 198 ",SALGADO FILHO,WMS_BD\wms_database_test.mdb,186,271,RELOJOARIA PASTRE - GILMAR A PASTRE,"AV  HERMINIO FELIPPI, 198",SALGADO FILHO,1.0,True
271,RELOJOARIA PASTRE - GILMAR A PASTRE,"AV  HERMINIO FELIPPI, 198 ",SALGADO FILHO,WMS_BD\wms_database.mdb,141,271,RELOJOARIA PASTRE - GILMAR A PASTRE,"AV  HERMINIO FELIPPI, 198",SALGADO FILHO,1.0,True
271,RELOJOARIA PASTRE - GILMAR A PASTRE,"AV  HERMINIO FELIPPI, 198 ",SALGADO FILHO,WMS_Server\wms_database.mdb,136,271,RELOJOARIA PASTRE - GILMAR A PASTRE,"AV  HERMINIO FELIPPI, 198",SALGADO FILHO,1.0,True
272,OTICA VIA SOL - ALESSANDRO RUBIM DE ,"AV  BRASIL, 2036 ",SANTO ANTONIO DO ,WMS_BD\wms_database_test.mdb,1014,272,OTICA VIA SOL - ALESSANDRO RUBIM DE,"AV  BRASIL, 2036",SANTO ANTONIO DO,1.0,True
272,OTICA VIA SOL - ALESSANDRO RUBIM DE ,"AV  BRASIL, 2036 ",SANTO ANTONIO DO ,WMS_BD\wms_database.mdb,142,272,OTICA VIA SOL - ALESSANDRO RUBIM DE,"AV  BRASIL, 2036",SANTO ANTONIO DO,1.0,True
272,OTICA VIA SOL - ALESSANDRO RUBIM DE ,"AV  BRASIL, 2036 ",SANTO ANTONIO DO ,WMS_Server\wms_database.mdb,137,272,OTICA VIA SOL - ALESSANDRO RUBIM DE,"AV  BRASIL, 2036",SANTO ANTONIO DO,1.0,True
273,RELOJOARIA E OTICA CONFIANCA - ,"RUA PARANÁ, 86 ",PEROLA D'OESTE,WMS_BD\wms_database_test.mdb,1015,609,RELOJOARIA E OTICA CONFIANCA -,"RUA PARANÁ, 86",PEROLA D'OESTE,1.0,True
273,RELOJOARIA E OTICA CONFIANCA - ,"RUA PARANÁ, 86 ",PEROLA D'OESTE,WMS_BD\wms_database.mdb,143,273,RELOJOARIA E OTICA CONFIANCA -,"RUA PARANÁ, 86",PEROLA D'OESTE,1.0,True
273,RELOJOARIA E OTICA CONFIANCA - ,"RUA PARANÁ, 86 ",PEROLA D'OESTE,WMS_Server\wms_database.mdb,138,273,RELOJOARIA E OTICA CONFIANCA -,"RUA PARANÁ, 86",PEROLA D'OESTE,1.0,True
274,OTICA PAGNUSSATT - EDUARDO ,"AV  SAO JOAO , 627 ",FAXINAL DOS ,WMS_BD\wms_database_test.mdb,1016,,OTICA PAGNUSSATT - EDUARDO,"AV  SAO JOAO , 627",FAXINAL DOS,1.0,True
274,OTICA PAGNUSSATT - EDUARDO ,"AV  SAO JOAO , 627 ",FAXINAL DOS ,WMS_BD\wms_database.mdb,144,274,OTICA PAGNUSSATT - EDUARDO,"AV  SAO JOAO , 627",FAXINAL DOS,1.0,True
274,OTICA PAGNUSSATT - EDUARDO ,"AV  SAO JOAO , 627 ",FAXINAL DOS ,WMS_Server\wms_database.mdb,139,274,OTICA PAGNUSSATT - EDUARDO,"AV  SAO JOAO , 627",FAXINAL DOS,1.0,True
275,CRISTAL RELOJOARIA E OTICA - ,"AV   BRASIL, 1544 ",SANTO ANTONIO DO ,WMS_BD\wms_database_test.mdb,1017,127,CRISTAL RELOJOARIA E OTICA -,"AV   BRASIL, 1544",SANTO ANTONIO DO,1.0,True
275,CRISTAL RELOJOARIA E OTICA - ,"AV   BRASIL, 1544 ",SANTO ANTONIO DO ,WMS_BD\wms_database.mdb,145,275,CRISTAL RELOJOARIA E OTICA -,"AV   BRASIL, 1544",SANTO ANTONIO DO,1.0,True
275,CRISTAL RELOJOARIA E OTICA - ,"AV   BRASIL, 1544 ",SANTO ANTONIO DO ,WMS_Server\wms_database.mdb,140,275,CRISTAL RELOJOARIA E OTICA -,"AV   BRASIL, 1544",SANTO ANTONIO DO,1.0,True
276,RELOJOARIA CRISTAL - FRANK MARLON ,"AV  DOS PINHEIROS, 1662 SALA 02",SANTA IZABEL DO ,WMS_BD\wms_database_test.mdb,1018,276,RELOJOARIA CRISTAL - FRANK MARLON,"AV  DOS PINHEIROS, 1662 SALA 02",SANTA IZABEL DO,1.0,True
276,RELOJOARIA CRISTAL - FRANK MARLON ,"AV  DOS PINHEIROS, 1662 SALA 02",SANTA IZABEL DO ,WMS_BD\wms_database.mdb,146,276,RELOJOARIA CRISTAL - FRANK MARLON,"AV  DOS PINHEIROS, 1662 SALA 02",SANTA IZABEL DO,1.0,True
276,RELOJOARIA CRISTAL - FRANK MARLON ,"AV  DOS PINHEIROS, 1662 SALA 02",SANTA IZABEL DO ,WMS_Server\wms_database.mdb,141,276,RELOJOARIA CRISTAL - FRANK MARLON,"AV  DOS PINHEIROS, 1662 SALA 02",SANTA IZABEL DO,1.0,True
279,RELOJOARIA E OTICA CORTESE,"AV  LUIZ FRANCISCO PAGGI, 610 ",VERE,WMS_BD\wms_database_test.mdb,193,279,RELOJOARIA E OTICA CORTESE,"AV  LUIZ FRANCISCO PAGGI, 610",VERE,1.0,True
279,RELOJOARIA E OTICA CORTESE,"AV  LUIZ FRANCISCO PAGGI, 610 ",VERE,WMS_BD\wms_database.mdb,147,279,RELOJOARIA E OTICA CORTESE,"AV  LUIZ FRANCISCO PAGGI, 610",VERE,1.0,True
279,RELOJOARIA E OTICA CORTESE,"AV  LUIZ FRANCISCO PAGGI, 610 ",VERE,WMS_Server\wms_database.mdb,142,279,RELOJOARIA E OTICA CORTESE,"AV  LUIZ FRANCISCO PAGGI, 610",VERE,1.0,True
280,ROTTA DOS OCULOS - M A OTICA LTDA,"AV  TUPI, 4129 ",PATO BRANCO,WMS_BD\wms_database_test.mdb,652,280,ROTTA DOS OCULOS - M A OTICA LTDA,"AV  TUPI, 4129",PATO BRANCO,1.0,True
280,ROTTA DOS OCULOS - M A OTICA LTDA,"AV  TUPI, 4129 ",PATO BRANCO,WMS_BD\wms_database.mdb,148,280,ROTTA DOS OCULOS - M A OTICA LTDA,"AV  TUPI, 4129",PATO BRANCO,1.0,True
280,ROTTA DOS OCULOS - M A OTICA LTDA,"AV  TUPI, 4129 ",PATO BRANCO,WMS_Server\wms_database.mdb,143,280,ROTTA DOS OCULOS - M A OTICA LTDA,"AV  TUPI, 4129",PATO BRANCO,1.0,True
281,OPTICA E RELOJOARIA PROGRESSO - ,"RUA TIRADENTES, S/N ",MARQUINHO,WMS_BD\wms_database_test.mdb,1019,,OPTICA E RELOJOARIA PROGRESSO -,"RUA TIRADENTES, S/N",MARQUINHO,1.0,True
281,OPTICA E RELOJOARIA PROGRESSO - ,"RUA TIRADENTES, S/N ",MARQUINHO,WMS_BD\wms_database.mdb,149,281,OPTICA E RELOJOARIA PROGRESSO -,"RUA TIRADENTES, S/N",MARQUINHO,1.0,True
281,OPTICA E RELOJOARIA PROGRESSO - ,"RUA TIRADENTES, S/N ",MARQUINHO,WMS_Server\wms_database.mdb,144,281,OPTICA E RELOJOARIA PROGRESSO -,"RUA TIRADENTES, S/N",MARQUINHO,1.0,True
282,OTICA PALMITAL - TANIA MARA ROSA,"AV  MAXIMILIANO VICENTIN, 700 ",PALMITAL,WMS_BD\wms_database_test.mdb,197,282,OTICA PALMITAL - TANIA MARA ROSA,"AV  MAXIMILIANO VICENTIN, 700",PALMITAL,1.0,True
282,OTICA PALMITAL - TANIA MARA ROSA,"AV  MAXIMILIANO VICENTIN, 700 ",PALMITAL,WMS_BD\wms_database.mdb,150,282,OTICA PALMITAL - TANIA MARA ROSA,"AV  MAXIMILIANO VICENTIN, 700",PALMITAL,1.0,True
